pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result
380642516,lra/chc-lra-0004.smt2,7589663,spacer,19768,def,300997,timeout (cpu),900.02,900.201,562224.0,starexec-unknown
380642517,lra/chc-lra-0004.smt2,7589663,TransfHORNer,20513,default,303835,timeout (cpu),900.03,900.894,4453052.0,starexec-unknown
380642358,lra/chc-lra-0005.smt2,7589644,PECOS-v1.10,20409,lra.sh,303281,timeout (cpu),900.01,900.12,396556.0,starexec-unknown
380642359,lra/chc-lra-0005.smt2,7589644,Eldarica 2.0alpha 12GB,20382,def,303234,timeout (cpu),900.14,462.354,1.6631144E7,starexec-unknown
380642360,lra/chc-lra-0005.smt2,7589644,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.03,898.982,273952.0,starexec-unknown
380642361,lra/chc-lra-0005.smt2,7589644,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,timeout (cpu),900.1,848.434,5.9470372E7,starexec-unknown
380642362,lra/chc-lra-0005.smt2,7589644,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,timeout (cpu),900.07,291.578,5.9843104E7,starexec-unknown
380642363,lra/chc-lra-0005.smt2,7589644,rebus v1.5,20525,def,303851,complete,482.115,482.204,488420.0,unsat
380642364,lra/chc-lra-0005.smt2,7589644,spacer,19768,def,300997,timeout (cpu),900.03,900.166,585940.0,starexec-unknown
380642365,lra/chc-lra-0005.smt2,7589644,TransfHORNer,20513,default,303835,timeout (cpu),900.04,900.735,4453088.0,starexec-unknown
380641630,lra/chc-lra-0006.smt2,7589553,PECOS-v1.10,20409,lra.sh,303281,timeout (cpu),900.03,900.073,458264.0,starexec-unknown
380641631,lra/chc-lra-0006.smt2,7589553,Eldarica 2.0alpha 12GB,20382,def,303234,complete,2.00956,1.12652,1.5711576E7,starexec-unknown
380641632,lra/chc-lra-0006.smt2,7589553,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.01,898.996,274068.0,starexec-unknown
380641633,lra/chc-lra-0006.smt2,7589553,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,timeout (cpu),900.03,833.507,5.9470372E7,starexec-unknown
380641634,lra/chc-lra-0006.smt2,7589553,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,complete,9.2984,4.17499,5.981264E7,starexec-unknown
380641635,lra/chc-lra-0006.smt2,7589553,rebus v1.5,20525,def,303851,complete,51.6382,51.64,204512.0,sat
380641636,lra/chc-lra-0006.smt2,7589553,spacer,19768,def,300997,timeout (cpu),900.02,900.114,570328.0,starexec-unknown
380641637,lra/chc-lra-0006.smt2,7589553,TransfHORNer,20513,default,303835,timeout (cpu),900.05,900.931,4453224.0,starexec-unknown
380641622,lra/chc-lra-0007.smt2,7589552,PECOS-v1.10,20409,lra.sh,303281,timeout (cpu),900.09,900.128,426320.0,starexec-unknown
380641623,lra/chc-lra-0007.smt2,7589552,Eldarica 2.0alpha 12GB,20382,def,303234,timeout (cpu),900.16,468.219,1.6829284E7,starexec-unknown
380641624,lra/chc-lra-0007.smt2,7589552,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.02,898.993,273904.0,starexec-unknown
380641625,lra/chc-lra-0007.smt2,7589552,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,timeout (cpu),900.02,828.022,5.9470372E7,starexec-unknown
380641626,lra/chc-lra-0007.smt2,7589552,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,timeout (cpu),900.13,281.938,5.9843072E7,starexec-unknown
380641627,lra/chc-lra-0007.smt2,7589552,rebus v1.5,20525,def,303851,timeout (cpu),900.04,900.192,674552.0,starexec-unknown
380641628,lra/chc-lra-0007.smt2,7589552,spacer,19768,def,300997,timeout (cpu),900.09,900.149,615848.0,starexec-unknown
380641629,lra/chc-lra-0007.smt2,7589552,TransfHORNer,20513,default,303835,timeout (cpu),900.03,900.635,4452800.0,starexec-unknown
380642302,lra/chc-lra-0009.smt2,7589637,PECOS-v1.10,20409,lra.sh,303281,complete,115.085,115.09,3.9880336E7,starexec-unknown
380642303,lra/chc-lra-0009.smt2,7589637,Eldarica 2.0alpha 12GB,20382,def,303234,complete,115.32,40.6052,1.9032952E7,sat
380642304,lra/chc-lra-0009.smt2,7589637,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.06,899.39,278780.0,starexec-unknown
380642305,lra/chc-lra-0009.smt2,7589637,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,complete,22.6769,7.72397,5.9470372E7,sat
380642306,lra/chc-lra-0009.smt2,7589637,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,timeout (cpu),900.06,885.712,5.984308E7,starexec-unknown
380642307,lra/chc-lra-0009.smt2,7589637,rebus v1.5,20525,def,303851,complete,8.84439,8.84413,158412.0,sat
380642308,lra/chc-lra-0009.smt2,7589637,spacer,19768,def,300997,complete,8.44596,8.44651,186192.0,sat
380642309,lra/chc-lra-0009.smt2,7589637,TransfHORNer,20513,default,303835,complete,413.779,414.032,2737008.0,unsat
380641670,lra/chc-lra-0010.smt2,7589558,PECOS-v1.10,20409,lra.sh,303281,complete,115.591,115.592,3.9881024E7,starexec-unknown
380641671,lra/chc-lra-0010.smt2,7589558,Eldarica 2.0alpha 12GB,20382,def,303234,complete,116.714,43.3108,1.8531688E7,sat
380641672,lra/chc-lra-0010.smt2,7589558,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.05,899.505,278708.0,starexec-unknown
380641673,lra/chc-lra-0010.smt2,7589558,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,complete,57.5228,26.6749,5.9540008E7,sat
380641674,lra/chc-lra-0010.smt2,7589558,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,timeout (cpu),900.0,882.83,5.9845764E7,starexec-unknown
380641675,lra/chc-lra-0010.smt2,7589558,rebus v1.5,20525,def,303851,complete,4.33424,4.33367,156364.0,sat
380641676,lra/chc-lra-0010.smt2,7589558,spacer,19768,def,300997,complete,4.77217,5.03688,169212.0,sat
380641677,lra/chc-lra-0010.smt2,7589558,TransfHORNer,20513,default,303835,complete,13.3922,13.4789,1037576.0,unsat
380641582,lra/chc-lra-0011.smt2,7589547,PECOS-v1.10,20409,lra.sh,303281,timeout (cpu),900.07,900.408,678308.0,starexec-unknown
380641583,lra/chc-lra-0011.smt2,7589547,Eldarica 2.0alpha 12GB,20382,def,303234,complete,1.96233,1.14075,1.5711576E7,starexec-unknown
380641584,lra/chc-lra-0011.smt2,7589547,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.04,898.908,284716.0,starexec-unknown
380641585,lra/chc-lra-0011.smt2,7589547,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,timeout (cpu),900.07,818.609,5.9470428E7,starexec-unknown
380641586,lra/chc-lra-0011.smt2,7589547,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,complete,9.7322,5.90238,5.977194E7,starexec-unknown
380641587,lra/chc-lra-0011.smt2,7589547,rebus v1.5,20525,def,303851,complete,20.8308,20.8318,180804.0,sat
380641588,lra/chc-lra-0011.smt2,7589547,spacer,19768,def,300997,complete,7.5895,7.58947,180672.0,sat
380641589,lra/chc-lra-0011.smt2,7589547,TransfHORNer,20513,default,303835,complete,70.8634,70.9628,1175532.0,unsat
380642470,lra/chc-lra-0012.smt2,7589658,PECOS-v1.10,20409,lra.sh,303281,timeout (cpu),900.04,900.674,638172.0,starexec-unknown
380642471,lra/chc-lra-0012.smt2,7589658,Eldarica 2.0alpha 12GB,20382,def,303234,complete,2.06069,1.13611,1.5711576E7,starexec-unknown
380642472,lra/chc-lra-0012.smt2,7589658,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.04,896.703,286456.0,starexec-unknown
380642473,lra/chc-lra-0012.smt2,7589658,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,timeout (cpu),900.07,820.627,5.9470472E7,starexec-unknown
380642474,lra/chc-lra-0012.smt2,7589658,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,complete,10.072,3.877,5.9841356E7,starexec-unknown
380642475,lra/chc-lra-0012.smt2,7589658,rebus v1.5,20525,def,303851,complete,6.16261,6.16191,175684.0,sat
380642476,lra/chc-lra-0012.smt2,7589658,spacer,19768,def,300997,timeout (cpu),900.02,900.107,570096.0,starexec-unknown
380642477,lra/chc-lra-0012.smt2,7589658,TransfHORNer,20513,default,303835,complete,3.25513,3.34011,1059044.0,unsat
380642398,lra/chc-lra-0013.smt2,7589649,PECOS-v1.10,20409,lra.sh,303281,timeout (cpu),900.01,900.767,2.7427156E7,starexec-unknown
380642399,lra/chc-lra-0013.smt2,7589649,Eldarica 2.0alpha 12GB,20382,def,303234,timeout (cpu),900.16,427.078,2.1748584E7,starexec-unknown
380642400,lra/chc-lra-0013.smt2,7589649,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.12,899.641,275284.0,starexec-unknown
380642401,lra/chc-lra-0013.smt2,7589649,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,complete,32.2873,10.8427,5.9540008E7,sat
380642402,lra/chc-lra-0013.smt2,7589649,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,timeout (cpu),900.09,870.134,5.9845992E7,starexec-unknown
380642403,lra/chc-lra-0013.smt2,7589649,rebus v1.5,20525,def,303851,complete,20.6076,20.6078,162804.0,sat
380642404,lra/chc-lra-0013.smt2,7589649,spacer,19768,def,300997,complete,65.9198,65.9205,300052.0,sat
380642405,lra/chc-lra-0013.smt2,7589649,TransfHORNer,20513,default,303835,timeout (cpu),900.04,900.818,5186324.0,starexec-unknown
380642254,lra/chc-lra-0014.smt2,7589631,PECOS-v1.10,20409,lra.sh,303281,complete,183.276,183.509,2.027628E7,starexec-unknown
380642255,lra/chc-lra-0014.smt2,7589631,Eldarica 2.0alpha 12GB,20382,def,303234,complete,636.647,292.038,1.8794848E7,sat
380642256,lra/chc-lra-0014.smt2,7589631,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.04,899.409,277192.0,starexec-unknown
380642257,lra/chc-lra-0014.smt2,7589631,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,complete,51.1437,20.4196,5.9540008E7,sat
380642258,lra/chc-lra-0014.smt2,7589631,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,timeout (cpu),900.03,883.236,5.984576E7,starexec-unknown
380642259,lra/chc-lra-0014.smt2,7589631,rebus v1.5,20525,def,303851,complete,19.7696,19.7696,164856.0,sat
380642260,lra/chc-lra-0014.smt2,7589631,spacer,19768,def,300997,complete,44.4241,44.4241,244296.0,sat
380642261,lra/chc-lra-0014.smt2,7589631,TransfHORNer,20513,default,303835,timeout (cpu),900.01,900.835,4062880.0,starexec-unknown
380642054,lra/chc-lra-0015.smt2,7589606,PECOS-v1.10,20409,lra.sh,303281,complete,273.729,273.731,3.9416724E7,starexec-unknown
380642055,lra/chc-lra-0015.smt2,7589606,Eldarica 2.0alpha 12GB,20382,def,303234,timeout (cpu),900.04,589.467,1.7090912E7,starexec-unknown
380642056,lra/chc-lra-0015.smt2,7589606,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.03,899.286,278896.0,starexec-unknown
380642057,lra/chc-lra-0015.smt2,7589606,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,complete,27.8572,9.45133,5.9470372E7,sat
380642058,lra/chc-lra-0015.smt2,7589606,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,timeout (cpu),900.08,871.926,5.9846072E7,starexec-unknown
380642059,lra/chc-lra-0015.smt2,7589606,rebus v1.5,20525,def,303851,complete,44.8504,44.8511,171000.0,sat
380642060,lra/chc-lra-0015.smt2,7589606,spacer,19768,def,300997,complete,10.2808,10.281,189272.0,sat
380642061,lra/chc-lra-0015.smt2,7589606,TransfHORNer,20513,default,303835,timeout (cpu),900.04,900.854,4036784.0,starexec-unknown
380641982,lra/chc-lra-0016.smt2,7589597,PECOS-v1.10,20409,lra.sh,303281,complete,273.915,273.917,3.941818E7,starexec-unknown
380641983,lra/chc-lra-0016.smt2,7589597,Eldarica 2.0alpha 12GB,20382,def,303234,timeout (cpu),900.09,559.963,1.7025376E7,starexec-unknown
380641984,lra/chc-lra-0016.smt2,7589597,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.04,899.556,279908.0,starexec-unknown
380641985,lra/chc-lra-0016.smt2,7589597,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,complete,161.979,123.671,5.9540008E7,sat
380641986,lra/chc-lra-0016.smt2,7589597,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,timeout (cpu),900.07,881.613,5.9843428E7,starexec-unknown
380641987,lra/chc-lra-0016.smt2,7589597,rebus v1.5,20525,def,303851,complete,50.8596,50.8732,172616.0,sat
380641988,lra/chc-lra-0016.smt2,7589597,spacer,19768,def,300997,complete,109.368,109.377,317936.0,sat
380641989,lra/chc-lra-0016.smt2,7589597,TransfHORNer,20513,default,303835,timeout (cpu),900.01,900.942,4083684.0,starexec-unknown
380641782,lra/chc-lra-0017.smt2,7589572,PECOS-v1.10,20409,lra.sh,303281,complete,274.509,274.627,3.941724E7,starexec-unknown
380641783,lra/chc-lra-0017.smt2,7589572,Eldarica 2.0alpha 12GB,20382,def,303234,timeout (cpu),900.05,599.076,1.7090912E7,starexec-unknown
380641784,lra/chc-lra-0017.smt2,7589572,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.02,899.648,278712.0,starexec-unknown
380641785,lra/chc-lra-0017.smt2,7589572,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,complete,47.2485,17.3571,5.9540008E7,sat
380641786,lra/chc-lra-0017.smt2,7589572,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,timeout (cpu),900.01,882.235,5.9843436E7,starexec-unknown
380641787,lra/chc-lra-0017.smt2,7589572,rebus v1.5,20525,def,303851,complete,102.414,102.414,171000.0,sat
380641788,lra/chc-lra-0017.smt2,7589572,spacer,19768,def,300997,complete,15.1485,15.1479,202688.0,sat
380641789,lra/chc-lra-0017.smt2,7589572,TransfHORNer,20513,default,303835,complete,235.733,235.851,1074136.0,unsat
380642206,lra/chc-lra-0018.smt2,7589625,PECOS-v1.10,20409,lra.sh,303281,timeout (cpu),900.01,900.083,4.408598E7,starexec-unknown
380642207,lra/chc-lra-0018.smt2,7589625,Eldarica 2.0alpha 12GB,20382,def,303234,timeout (cpu),900.06,867.645,1.7419608E7,starexec-unknown
380642208,lra/chc-lra-0018.smt2,7589625,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.03,898.775,273108.0,starexec-unknown
380642209,lra/chc-lra-0018.smt2,7589625,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,complete,74.7326,41.1621,5.9540008E7,sat
380642210,lra/chc-lra-0018.smt2,7589625,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,timeout (cpu),900.02,885.374,5.98459E7,starexec-unknown
380642211,lra/chc-lra-0018.smt2,7589625,rebus v1.5,20525,def,303851,complete,26.0865,26.0847,164560.0,sat
380642212,lra/chc-lra-0018.smt2,7589625,spacer,19768,def,300997,complete,15.6408,15.642,204768.0,sat
380642213,lra/chc-lra-0018.smt2,7589625,TransfHORNer,20513,default,303835,complete,43.1829,43.9953,1092936.0,unsat
380642102,lra/chc-lra-0019.smt2,7589612,PECOS-v1.10,20409,lra.sh,303281,timeout (cpu),900.03,900.147,476000.0,starexec-unknown
380642103,lra/chc-lra-0019.smt2,7589612,Eldarica 2.0alpha 12GB,20382,def,303234,timeout (cpu),900.14,407.825,1.7025892E7,starexec-unknown
380642104,lra/chc-lra-0019.smt2,7589612,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.01,899.718,276760.0,starexec-unknown
380642105,lra/chc-lra-0019.smt2,7589612,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,complete,45.3228,16.6006,5.9540008E7,sat
380642106,lra/chc-lra-0019.smt2,7589612,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,timeout (cpu),900.06,816.509,5.984344E7,starexec-unknown
380642107,lra/chc-lra-0019.smt2,7589612,rebus v1.5,20525,def,303851,complete,16.642,16.6421,162508.0,sat
380642108,lra/chc-lra-0019.smt2,7589612,spacer,19768,def,300997,complete,20.4492,20.4492,212800.0,sat
380642109,lra/chc-lra-0019.smt2,7589612,TransfHORNer,20513,default,303835,timeout (cpu),900.01,900.551,4959008.0,starexec-unknown
380641918,lra/chc-lra-0020.smt2,7589589,PECOS-v1.10,20409,lra.sh,303281,timeout (cpu),900.07,900.313,4.2081672E7,starexec-unknown
380641919,lra/chc-lra-0020.smt2,7589589,Eldarica 2.0alpha 12GB,20382,def,303234,timeout (cpu),900.01,867.322,1.6108888E7,starexec-unknown
380641920,lra/chc-lra-0020.smt2,7589589,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.02,899.191,275672.0,starexec-unknown
380641921,lra/chc-lra-0020.smt2,7589589,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,complete,185.935,138.108,5.9540008E7,sat
380641922,lra/chc-lra-0020.smt2,7589589,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,timeout (cpu),900.02,889.913,5.9843576E7,starexec-unknown
380641923,lra/chc-lra-0020.smt2,7589589,rebus v1.5,20525,def,303851,complete,81.7742,81.7943,180808.0,sat
380641924,lra/chc-lra-0020.smt2,7589589,spacer,19768,def,300997,complete,319.723,319.776,499820.0,sat
380641925,lra/chc-lra-0020.smt2,7589589,TransfHORNer,20513,default,303835,timeout (cpu),900.04,900.945,4256656.0,starexec-unknown
380641846,lra/chc-lra-0021.smt2,7589580,PECOS-v1.10,20409,lra.sh,303281,timeout (cpu),900.05,901.852,6.2435084E7,starexec-unknown
380641847,lra/chc-lra-0021.smt2,7589580,Eldarica 2.0alpha 12GB,20382,def,303234,timeout (cpu),900.06,870.527,1.6241516E7,starexec-unknown
380641848,lra/chc-lra-0021.smt2,7589580,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.05,899.945,274532.0,starexec-unknown
380641849,lra/chc-lra-0021.smt2,7589580,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,complete,750.762,692.171,5.9540008E7,sat
380641850,lra/chc-lra-0021.smt2,7589580,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,timeout (cpu),900.01,874.703,5.9843684E7,starexec-unknown
380641851,lra/chc-lra-0021.smt2,7589580,rebus v1.5,20525,def,303851,complete,78.4718,78.4769,172020.0,sat
380641852,lra/chc-lra-0021.smt2,7589580,spacer,19768,def,300997,complete,47.2337,47.2379,259068.0,sat
380641853,lra/chc-lra-0021.smt2,7589580,TransfHORNer,20513,default,303835,timeout (cpu),900.1,901.039,4234436.0,starexec-unknown
380642174,lra/chc-lra-0022.smt2,7589621,PECOS-v1.10,20409,lra.sh,303281,timeout (cpu),900.05,900.507,4.093962E7,starexec-unknown
380642175,lra/chc-lra-0022.smt2,7589621,Eldarica 2.0alpha 12GB,20382,def,303234,complete,2.32239,1.22568,1.5712092E7,starexec-unknown
380642176,lra/chc-lra-0022.smt2,7589621,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.06,899.862,285836.0,starexec-unknown
380642177,lra/chc-lra-0022.smt2,7589621,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,timeout (cpu),900.02,802.937,5.9470372E7,starexec-unknown
380642178,lra/chc-lra-0022.smt2,7589621,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,complete,10.0551,4.16307,5.9841364E7,starexec-unknown
380642179,lra/chc-lra-0022.smt2,7589621,rebus v1.5,20525,def,303851,complete,14.7128,14.7115,180804.0,unsat
380642180,lra/chc-lra-0022.smt2,7589621,spacer,19768,def,300997,complete,38.4842,38.4847,255580.0,unsat
380642181,lra/chc-lra-0022.smt2,7589621,TransfHORNer,20513,default,303835,complete,176.704,176.791,1928656.0,unsat
380642134,lra/chc-lra-0023.smt2,7589616,PECOS-v1.10,20409,lra.sh,303281,timeout (cpu),900.04,900.09,4.093936E7,starexec-unknown
380642135,lra/chc-lra-0023.smt2,7589616,Eldarica 2.0alpha 12GB,20382,def,303234,complete,2.30373,1.18829,1.5712092E7,starexec-unknown
380642136,lra/chc-lra-0023.smt2,7589616,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.02,899.938,286852.0,starexec-unknown
380642137,lra/chc-lra-0023.smt2,7589616,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,timeout (cpu),900.01,823.981,5.9470372E7,starexec-unknown
380642138,lra/chc-lra-0023.smt2,7589616,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,complete,9.52754,4.03587,5.9745052E7,starexec-unknown
380642139,lra/chc-lra-0023.smt2,7589616,rebus v1.5,20525,def,303851,complete,9.1445,9.14348,179784.0,sat
380642140,lra/chc-lra-0023.smt2,7589616,spacer,19768,def,300997,complete,97.0897,48.6004,297668.0,sat
380642141,lra/chc-lra-0023.smt2,7589616,TransfHORNer,20513,default,303835,complete,230.293,230.369,1721136.0,sat
380642526,lra/chc-lra-0024.smt2,7589665,PECOS-v1.10,20409,lra.sh,303281,timeout (cpu),900.06,903.099,2473848.0,starexec-unknown
380642527,lra/chc-lra-0024.smt2,7589665,Eldarica 2.0alpha 12GB,20382,def,303234,timeout (cpu),900.21,416.221,1.7025376E7,starexec-unknown
380642528,lra/chc-lra-0024.smt2,7589665,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.02,899.499,274552.0,starexec-unknown
380642529,lra/chc-lra-0024.smt2,7589665,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,timeout (cpu),900.01,827.12,5.9470372E7,starexec-unknown
380642530,lra/chc-lra-0024.smt2,7589665,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,timeout (cpu),900.03,381.939,5.9843396E7,starexec-unknown
380642531,lra/chc-lra-0024.smt2,7589665,rebus v1.5,20525,def,303851,timeout (cpu),900.076,900.315,445920.0,starexec-unknown
380642532,lra/chc-lra-0024.smt2,7589665,spacer,19768,def,300997,timeout (cpu),900.02,900.206,576976.0,starexec-unknown
380642533,lra/chc-lra-0024.smt2,7589665,TransfHORNer,20513,default,303835,timeout (cpu),900.01,900.708,3027988.0,starexec-unknown
380642342,lra/chc-lra-0025.smt2,7589642,PECOS-v1.10,20409,lra.sh,303281,timeout (cpu),900.03,900.113,4.7583132E7,starexec-unknown
380642343,lra/chc-lra-0025.smt2,7589642,Eldarica 2.0alpha 12GB,20382,def,303234,timeout (cpu),900.03,826.911,2.4327536E7,starexec-unknown
380642344,lra/chc-lra-0025.smt2,7589642,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.1,897.217,273644.0,starexec-unknown
380642345,lra/chc-lra-0025.smt2,7589642,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,complete,394.736,345.939,5.9540008E7,sat
380642346,lra/chc-lra-0025.smt2,7589642,Ultimate Unihorn Automizer  2018 07 06 10 41,20426,default,303311,timeout (cpu),900.11,343.058,5.9843716E7,starexec-unknown
380642347,lra/chc-lra-0025.smt2,7589642,rebus v1.5,20525,def,303851,complete,208.191,208.192,178168.0,sat
380642348,lra/chc-lra-0025.smt2,7589642,spacer,19768,def,300997,complete,26.9154,26.9165,231364.0,sat
380642349,lra/chc-lra-0025.smt2,7589642,TransfHORNer,20513,default,303835,complete,96.3189,96.4088,1267420.0,unsat
380641734,lra/chc-lra-0026.smt2,7589566,PECOS-v1.10,20409,lra.sh,303281,timeout (cpu),900.1,900.406,4.0940676E7,starexec-unknown
380641735,lra/chc-lra-0026.smt2,7589566,Eldarica 2.0alpha 12GB,20382,def,303234,complete,2.33168,1.2402,1.5712092E7,starexec-unknown
380641736,lra/chc-lra-0026.smt2,7589566,hoice v1.5.0,20413,hoice_default,303297,timeout (cpu),900.07,899.841,287200.0,starexec-unknown
380641737,lra/chc-lra-0026.smt2,7589566,Ultimate TreeAutomizer  2018 07 06 11 04,20427,default,303312,timeout (cpu),900.01,850.52,5.9470372E7,starexec-unknown
